SITE_TYPE,SITECODE,NAME,VARIABLE,cle,VALUE,SCORE,LABEL,DATA_SRCE
SSSI,ASSI055,Crockaghole Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI011,Teal Lough and Slaghtfreeden Bogs,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI228,Aghanloo Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI212,Binevenagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030089,Binevenagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI031,Kiltubbrid Loughs,Mean CLe exceedance,3,2.27047323115161,3,High,2017 Ammonia Concentrations
SAC,UK0016608,Teal Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI088,Teal Lough Part II,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI307,Knocknacloy,Mean CLe exceedance,3,2.16789173553719,3,High,2017 Ammonia Concentrations
SSSI,ASSI266,Ballyrisk More,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI182,Drumcarn,Mean CLe exceedance,3,0.64312576309795,1,Low,2017 Ammonia Concentrations
SSSI,ASSI183,Crossbane Lough,Mean CLe exceedance,3,0.555756221335992,1,Low,2017 Ammonia Concentrations
SSSI,ASSI167,Carn/Glenshane Pass,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030110,Carn  Glenshane Pass,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI371,Gortcorbies,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI171,Altikeeragh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI179,Straghans Lough,Mean CLe exceedance,3,0.367297358414239,1,Low,2017 Ammonia Concentrations
SSSI,ASSI257,Ballymacallion,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI259,Castle River Valley,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI258,Smulgedon,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI267,Coolnasillagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI208,Bann Estuary,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030084,Bann Estuary,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI410,Knockadoo Wood,Mean CLe exceedance,3,0.921172128195895,1,Low,2017 Ammonia Concentrations
SSSI,ASSI216,Tullyard,Mean CLe exceedance,3,0.67808,1,Low,2017 Ammonia Concentrations
SSSI,ASSI194,Ballyknock,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI205,Drumlougher Lough,Mean CLe exceedance,3,0.174844919354839,1,Low,2017 Ammonia Concentrations
SSSI,ASSI256,Errigal Glen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI240,Drumcrow,Mean CLe exceedance,3,0.311016902887139,1,Low,2017 Ammonia Concentrations
SSSI,ASSI010,Ballynahone Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016599,Ballynahone Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI038,Annacramph Meadows,Mean CLe exceedance,3,1.08863566801619,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI415,Tamnyrankin,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI210,Peatlands Park,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030236,Peatlands Park,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI074,Curran Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030322,Curran Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI204,Lurgan Lough,Mean CLe exceedance,3,0.154356822372465,1,Low,2017 Ammonia Concentrations
SSSI,ASSI030,Lough Neagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI206,Loughaveely,Mean CLe exceedance,3,0.0468502702702702,1,Low,2017 Ammonia Concentrations
SSSI,ASSI189,Cashel Loughs,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI180,Moyrourkan Lough,Mean CLe exceedance,3,0.653295670391062,1,Low,2017 Ammonia Concentrations
SSSI,ASSI125,Dead Island Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030323,Dead Island Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI131,Wolf Island Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030303,Wolf Island Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI214,Levallymore,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI222,Selshion,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI305,Moneystaghan Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI215,Carrickastickan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI198,Slieve Gullion,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030277,Slieve Gullion,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI027,Lough Beg,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI127,Garry Bog Part II,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016610,Garry Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI004,Garry Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI339,Brackagh Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI295,Lough Gullion,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI202,Giant's Causeway and Dunseverick,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030224,North Antrim Coast,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI221,Derryvore,Mean CLe exceedance,3,0.0692938116591924,1,Low,2017 Ammonia Concentrations
SSSI,ASSI372,Craigs,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI409,Clermont & Anglesey Mountain,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI238,Fathom Upper,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI103,Carlingford Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI260,Ballymacaldrack,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI123,Caldanagh Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030199,Main Valley Bogs,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI390,Prolusk,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI158,Greenan Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI079,Derryleckagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI160,Greenan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016620,Derryleckagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI009,Dunloy Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI107,White Park Bay,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI157,Castle Enigan,Mean CLe exceedance,3,0.307145221843003,1,Low,2017 Ammonia Concentrations
SAC,UK0030214,Montiaghs Moss,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI377,Shane's Castle,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI126,Frosses Bog,Mean CLe exceedance,3,0.102885402166398,1,Low,2017 Ammonia Concentrations
SSSI,ASSI217,Ballynanaghten,Mean CLe exceedance,3,0.219874583333333,1,Low,2017 Ammonia Concentrations
SSSI,ASSI178,Rostrevor Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030268,Rostrevor Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI303,Slieveanorra and Croaghan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI163,Tow River Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030055,Rathlin Island,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI033,Rathlin Island - Coast,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI351,Western Mournes and Kilfeaghan Upper,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI161,Breen Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030097,Breen Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI356,Rathlin Island - Kebble,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI265,Rathsherry,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI043,Rathlin Island - Ballygill North,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI067,Garron Plateau,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016606,Garron Plateau,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI037,Lackan Bog,Mean CLe exceedance,3,0.137886019656019,1,Low,2017 Ammonia Concentrations
SSSI,ASSI352,White Water River,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI169,Leathemstown,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI302,Carey Valley,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI045,Rathlin Island - Ballycarry,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI063,Slievenacloy,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI330,Fair Head and Murlough Bay,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI095,Eastern Mournes,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016615,Eastern Mournes,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI355,Glenariff Glen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI026,Cleggan Valley,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI025,Glenariff,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI024,Glen Burn,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI408,Cranny Falls,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI023,Glenarm Woods,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI333,Galboly,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI379,Mournes Coast,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI406,Belvoir,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI162,Straidkilly Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016612,Murlough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI089,Murlough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI150,Ballybannan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI104,Outer Belfast Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI391,Knock Dhu Sallagh Braes,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI323,Little Deer Park,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI344,South Woodburn,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI343,North Woodburn Reservoir,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI022,North Woodburn Glen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI164,Craigantlet Woods,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI399,Ballygalley Head,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI155,Corbally,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030180,Lecale Fens,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI153,Ballykilbeg,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030319,Ballykilbeg,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI358,Tyrella and Minerstown,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI211,Hollymount,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030169,Hollymount,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI149,Aughnadarragh Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030318,Aughnadarragh Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI106,Larne Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI345,Copeland Reservoir,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI241,Newlands,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI170,Quoile,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI148,Turmennan,Mean CLe exceedance,3,0.476872434254888,1,Low,2017 Ammonia Concentrations
SAC,UK0030291,Turmennan,Mean CLe exceedance,3,0.47677570754717,1,Low,2017 Ammonia Concentrations
SSSI,ASSI006,Strangford Lough Part 1,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016618,Strangford Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI034,Strangford Lough Part 3,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI105,Outer Ards,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI386,St. John's Point,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI032,Strangford Lough Part 2,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI132,Heron and Carrigullian Loughs,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI151,Ballycam,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI225,Killough Bay and Strand Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI193,Castletown,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI152,Ballynagross Lower,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI159,Loughmoney,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI273,Sheepland Coast,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI039,Loughkeelan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI156,Carrowcarlin,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI321,Tullyratty,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI336,Blaeberry Island Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI086,Killard,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI354,Lough Cowey,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI087,Ballyquintin Point,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI140,Lough Melvin,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030047,Lough Melvin,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI017,Garvros,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI018,Moneendogue,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI020,Drumlisaleen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI403,Rushy Hill,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI297,Knocknashangan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI299,Ross,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI400,Frevagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI332,Tower More,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI353,Lough Anierin,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI190,Tullysranadeega,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI019,Lergan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI065,Pettigoe Plateau,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016607,Pettigoe Plateau,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI402,Drumcully,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI385,Stranacally,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI331,Glen East,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI271,Big Dog Scarps and Lakes,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI270,Lough Navar Scarps and Lakes,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI359,Lough Naman Bog and Lake,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI168,Glennasheevar,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI191,The Cliffs of Magho,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI380,Lough Formal,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI201,West Fermanagh Scarplands,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030300,West Fermanagh Scarplands,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI393,Lough Alaban,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI111,Largalinny,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030045,Largalinny,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI375,Marlbank,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI069,Cuilcagh Mountain,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016603,Cuilcagh Mountain,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI207,Kilnameel,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI013,Monawilkin,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016619,Monawilkin,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI357,Killeter Forest and Bogs and Lakes,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI324,Keadew,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI298,Blackslee,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI322,Drumbegger,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI016,Beagh Big,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI263,Cruninish Island,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI134,Essan Burn and Mullyfamore,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI378,Croagh Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI376,Florence Court,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI264,Hare Island,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI070,Tattenamona Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI269,Devenish Island,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016614,Upper Lough Erne,Maximum CLe exceedance,3,0.2767,1,Low,2017 Ammonia Concentrations
SSSI,ASSI300,Scraghy,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI093,Upper Lough Erne - Belleisle,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI166,Knockninny Hill,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI048,Corraslough Point,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI094,Upper Lough Erne - Trannish,Maximum CLe exceedance,3,0.2767,1,Low,2017 Ammonia Concentrations
SSSI,ASSI350,Castlecoole,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI015,Moninea Bog,Maximum CLe exceedance,3,4.21532,4,Very High,2017 Ammonia Concentrations
SAC,UK0030212,Moninea Bog,Maximum CLe exceedance,3,4.21532,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI005,Moneygal Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI209,Moneygal Bog Part II,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030211,Moneygal Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI071,Upper Lough Erne - Crom,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI054,Inishroosk,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI276,Sloughan and Willmount Glens,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI401,Drumowen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI294,Lough Corr,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI364,Tempo River,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI274,Dunaree Hill,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI008,Fairy Water Bogs,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016611,Fairy Water Bogs,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI275,Kirlish,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI090,Upper Lough Erne - Galloon,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI349,Baronscourt,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI058,Strabane Glen,Maximum CLe exceedance,3,0.32941,1,Low,2017 Ammonia Concentrations
SSSI,ASSI128,McKean's Moss,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI165,McKean's Moss Part II,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI129,Tonnagh Beg Bog,Maximum CLe exceedance,3,0.22742,1,Low,2017 Ammonia Concentrations
SAC,UK0030325,Tonnagh Beg Bog,Maximum CLe exceedance,3,0.22742,1,Low,2017 Ammonia Concentrations
SSSI,ASSI124,Cranny Bogs,Maximum CLe exceedance,3,1.13966,2,Moderate,2017 Ammonia Concentrations
SAC,UK0030321,Cranny Bogs,Maximum CLe exceedance,3,1.13966,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI110,Finn Floods,Maximum CLe exceedance,3,0.36854,1,Low,2017 Ammonia Concentrations
SSSI,ASSI268,Round Lough and Lough Fadda,Maximum CLe exceedance,3,0.15952,1,Low,2017 Ammonia Concentrations
SSSI,ASSI130,Tully Bog,Maximum CLe exceedance,3,0.0671900000000001,1,Low,2017 Ammonia Concentrations
SAC,UK0030326,Tully Bog,Maximum CLe exceedance,3,0.0671900000000001,1,Low,2017 Ammonia Concentrations
SSSI,ASSI196,Grange Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI213,Owenkillew River,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
